Date,Open,High,Low,Close,Volume
2022-11-30,453.4890362165662,459.8172646750652,446.61133992725377,455.1723099808605,79603
2022-12-01,459.37691486389406,463.8664412183461,449.24066161904244,455.1867825838555,79832
2022-12-02,454.71319678131925,456.9753948066542,452.71738721299965,455.0663804220926,79905
2022-12-05,456.7122760042555,462.2381126583597,447.883357894049,454.3256645903402,31352
2022-12-06,459.54075363683967,460.54463585655895,450.54211682794414,454.85880453223825,123628
2022-12-07,451.9813951964306,461.98364952105584,446.0778204862243,455.9379046127327,68671
2022-12-08,455.32477748580624,457.44562690629044,454.3025739562655,455.6082224078737,56872
2022-12-09,451.7313790390562,456.9892066585377,445.3652077463376,455.36703659765493,123513
2022-12-12,461.8630764311329,467.4167416517371,454.69090824036095,456.1973246999886,81542
2022-12-13,460.2855381799917,463.4577757001843,450.5869198910398,457.5355856609482,113007
2022-12-14,455.80131741527987,460.1055723807945,453.8328541954898,458.4611479465591,48393
2022-12-15,460.5908721469725,462.40956450292526,458.0580569859202,459.84778557345453,64172
2022-12-16,458.62543824797,461.88270600759375,453.41653668229173,460.3344369160451,104916
2022-12-19,458.1911547904977,467.2208106999425,453.6378048691527,461.7836087758195,73742
2022-12-20,463.68988424905433,466.4886704712553,458.4478992200196,462.25591575119796,60671
2022-12-21,461.55034449815236,466.938820461412,458.737853841317,462.53227671671885,53540
2022-12-22,463.1550940731198,465.06576325504295,458.38875793441537,463.33085904119446,83527
2022-12-23,465.4208323531456,468.8448847452696,462.1749567635116,464.98348370886436,83660
2022-12-26,457.22592487034484,468.08147072532023,454.21945129089477,464.5255390400245,118101
2022-12-27,465.0289359358686,466.64282337500873,462.76706923662334,464.4413083636408,29535
2022-12-28,470.22361860660516,472.2651897285492,458.91306387723426,464.9818917387155,78772
2022-12-29,464.0954746355143,471.4324874499235,457.21064630563234,464.8193976736275,104835
2022-12-30,464.6437551439654,467.8070701209856,460.8427361708253,466.13907676344644,91353
2023-01-02,465.61545653667685,469.2915770358734,460.84616162864245,466.10625388297893,51811
2023-01-03,469.4069421396031,470.979544585124,464.9847944943484,466.5655768127186,43117
2023-01-04,473.8019671202555,478.36083628935233,460.2627531296871,467.02738624202254,43621
2023-01-05,470.59078046629725,472.3990693195289,460.5279551334591,466.58845793669394,100148
2023-01-06,464.1717616507984,472.380217366281,459.355441304143,466.7223477561067,92431
2023-01-09,468.57778576584326,473.05368419621954,461.4131420733839,467.1871608639067,33145
2023-01-10,475.3591511327946,478.4568842912839,466.9140516856255,468.1617108467181,60362
2023-01-11,468.80215849221224,471.575458483065,464.92872847215045,468.2710148190213,57147
2023-01-12,464.18213561160127,471.4265266220026,459.9029784411196,469.14239795743725,60689
2023-01-13,470.6435805857566,477.07326599365723,466.93756476634326,469.09433319058365,41397
2023-01-16,469.08371504044965,471.6125369767457,462.94587902532993,469.85107399509167,82326
2023-01-17,469.97246833871316,472.5173480866288,466.66748891903177,471.0085015524169,32470
2023-01-18,468.5499033362864,475.278273378643,462.71575501541724,471.11585437383644,90010
2023-01-19,475.14177571082337,478.7707460095436,464.15656979799144,471.03201167139,112670
2023-01-20,472.4099041250829,474.09121570762574,468.75733239506087,470.5222440019774,99212
2023-01-23,473.0207177183818,476.5803996527996,468.5485253451549,470.61544536452936,82686
2023-01-24,472.69737059183365,474.56110362618386,469.10723131006625,470.9208060751834,123692
2023-01-25,464.79347181544233,475.24125373778855,463.0034272329774,470.30548409286496,60888
2023-01-26,474.7846680298386,476.8975757712938,466.1312944065244,469.6076523746269,28618
2023-01-27,468.1548962593931,475.80416279025917,466.98789919317113,469.61280371325273,83324
2023-01-30,474.5737377870797,480.5299136223786,463.2033091453273,469.7233576911511,87578
2023-01-31,468.5137599077229,476.5994111620725,467.312927120894,470.3146499246302,47904
2023-02-01,471.11333414397143,473.26329429732436,464.53081888207583,469.81273568747173,91424
2023-02-02,471.6780564190879,474.1080261843862,468.6892539027216,470.5913324228506,33294
2023-02-03,473.53169734263923,478.93445528798196,469.08160220930245,470.4311021520732,42137
2023-02-06,470.9490322029093,472.78350806696216,467.98483011372724,470.37048864742127,63182
2023-02-07,464.7423086259534,474.3017391113049,462.1704006324682,469.5263040293734,111212
2023-02-08,467.85573570930603,474.19582232591426,464.4873028303346,469.6882033407266,70219
2023-02-09,471.4048545335007,472.6804291810791,464.84567566565175,469.4556079958824,91761
2023-02-10,470.03461801527175,472.5428031662931,464.58933360300745,469.33316033686754,72522
2023-02-13,470.7203558005913,475.5024707209662,464.87545323748213,470.50897469514615,114475
2023-02-14,470.32095870247406,473.99714560646487,464.72827623183036,470.65490716811905,81400
2023-02-15,468.8043169810354,473.6098992316764,462.34228350923627,470.12160738329106,113481
2023-02-16,468.9536416718061,472.3123069540889,467.89729500553153,470.30222859643084,47679
2023-02-17,471.3983378456664,473.70306126631783,463.7431906794912,470.5919479547342,44028
2023-02-20,472.58478686481124,479.15892287605703,465.53157297073193,471.0750751988589,60135
2023-02-21,474.9478092877933,481.29316689870717,467.89730373970696,470.9018975775925,88392
2023-02-22,470.7445209591029,473.8425623145148,466.01573297451176,471.20550044905866,81155
2023-02-23,471.4687015096319,478.4112822080211,465.6970854689067,472.0922701772247,71057
2023-02-24,474.53854535534407,479.6524110001053,468.0261803777032,472.6822136365324,118161
2023-02-27,474.68484636811706,481.3691000460563,466.8014889027505,473.44634373583284,93798
2023-02-28,469.8875808892359,478.0506474446286,467.09474704818484,473.92025842133796,31323
2023-03-01,477.6431536397021,483.61608801422557,468.6472221443468,473.7916555239373,74135
2023-03-02,471.90967842569734,476.65072794919564,470.56620161364907,473.9013075532445,96827
2023-03-03,474.2108751675513,478.4768301006565,472.51795584755484,475.1002870926285,85448
2023-03-06,475.7772431128679,478.7559562111054,473.1581446750651,475.8052424723328,116915
2023-03-07,474.0690853600519,477.7871072782042,471.4627010886053,475.98710484203974,95762
2023-03-08,477.11241714158626,478.5859483756648,468.971696573143,475.6207078657528,58874
2023-03-09,473.7301081567616,477.86537446307346,470.05753961453854,476.11060397875553,90028
2023-03-10,479.4507018500232,481.8591363200098,472.629701251106,476.26696769768097,50009
2023-03-13,480.292204884614,482.5461629148023,471.7010517164829,476.76555001088286,37729
2023-03-14,479.103231248322,480.46213421721274,474.25928270369445,476.24405825197664,65559
2023-03-15,473.4274201143811,478.5397767040498,467.03588371370387,476.30331492005917,110477
2023-03-16,474.1808557160143,481.4184382374162,471.2426829251549,476.24451964793394,105625
2023-03-17,476.9455355505351,483.9125486111313,472.0516809400972,475.8435231604671,37599
2023-03-20,473.76734238622674,478.86494475904783,468.6444055360442,474.390711819192,93830
2023-03-21,472.7265930528648,476.54687819850017,468.8654497039754,473.2988703331499,26331
2023-03-22,475.9191009825135,479.954710817216,467.43228539031,472.72561329763204,115857
2023-03-23,473.0632429649327,475.8032362965605,469.59553629197677,473.59733685968104,85648
2023-03-24,471.25835975016565,476.80826082070956,464.87802557201803,473.2543956841766,124461
2023-03-27,474.7770354386656,480.0827481722453,473.3076833142351,474.4390334070086,112630
2023-03-28,479.50763848856565,486.33118979939,472.67465494441643,474.17316618224726,47087
2023-03-29,478.5304738113111,483.0530821418557,471.0151299350745,474.0446093867908,95019
2023-03-30,478.8055831764888,484.7941935882541,468.9023169115703,473.95218483534904,97851
2023-03-31,474.5700678153836,477.26998929073807,469.703008183884,473.6966327775841,66149
2023-04-03,466.37586581063835,474.6168241439964,464.02906704427045,472.79926317075405,120103
2023-04-04,473.5680687557665,474.77968150719585,465.285209890898,472.1327159427523,86764
2023-04-05,469.5106047991321,473.48026471789996,464.0863513925575,470.74984554255775,68804
2023-04-06,472.7317708591782,474.6153938085068,468.5280341487779,469.9238107124919,29203
2023-04-07,471.19255841893573,477.7642913078226,465.4495225452824,470.46150072208957,113087
2023-04-10,469.85102690791325,472.1188926831217,462.60727651630975,468.98786967969465,80922
2023-04-11,465.94406876283756,471.1113420512835,461.38023293789655,469.00964189349116,101720
2023-04-12,464.6360983700165,469.4891079292782,461.48544226714034,467.75069214086085,33370
2023-04-13,468.56347468406807,472.93121147488785,463.0436726542578,466.47671685584885,55096
2023-04-14,468.1444961804517,472.1624325208286,461.7998012352904,467.25753549003014,85901
2023-04-17,464.886275378898,472.33947136835116,458.01763017834867,466.25019546057246,86604
2023-04-18,467.4465566096784,469.10022019893967,463.5761827800446,466.2118844274972,104704
2023-04-19,467.3353054128822,469.04999858272686,464.2499242662806,465.43375835095384,52811
2023-04-20,460.09248890628953,467.7905295327526,457.09291694846155,465.28849271111284,90358
2023-04-21,469.4021237114903,476.3551328893603,461.7409423350935,465.57565789601614,55110
2023-04-24,463.78466867520365,471.64722282087826,457.45745310906995,464.7900633356358,122573
2023-04-25,464.28092929575115,466.7346429809993,461.17604466727823,464.1248455878508,115895
2023-04-26,466.53150195325094,470.1059778947474,463.0756151014652,464.7343617359105,118452
2023-04-27,462.6279352539629,466.672942986298,459.1801744542622,464.0653353899577,43234
2023-04-28,469.3366358188709,475.7892716422882,458.5280148049077,463.7580315873595,94204
2023-05-01,462.60067494798943,470.28974889629615,456.66427333510273,463.33979899508876,122459
2023-05-02,459.52140728489564,466.53782290895845,458.26388663293307,462.11148856857403,112701
2023-05-03,460.2256306261061,467.82692152674264,458.1726608210262,460.85248396386027,40761
2023-05-04,457.59480236882126,467.1880203306246,450.82271991199616,460.39574100084724,66225
2023-05-05,452.8034793639882,460.3707264690156,446.9916371583255,459.30259350964167,85631
2023-05-08,455.46584962186654,462.3386949005196,453.1845023702456,459.3775210807703,110291
2023-05-09,459.0866933378731,463.4484126198604,453.2835432415196,458.8531080046534,44539
2023-05-10,457.93654158627857,463.2545987886566,452.6823246725732,459.1394117454166,54583
2023-05-11,457.2329340644636,461.0132117717713,451.72357420304235,458.1105452160216,75985
2023-05-12,458.7714230959413,463.262941209778,450.79522045879594,456.7414927442846,33335
2023-05-15,456.6697785493861,462.5985370280996,454.8405969548199,457.05134789130733,61942
2023-05-16,455.8534423318373,458.5966141028434,449.19486081164115,457.50366975389966,59913
2023-05-17,455.3284332073515,463.1000993802008,448.51449536841716,456.86452815728995,35232
2023-05-18,461.3712827956858,465.6720476272731,449.55978360244643,455.98609877922706,72244
2023-05-19,459.2655066491521,464.42490802863966,451.2563975247281,455.09110493601247,101979
2023-05-22,459.70280205293795,464.08281382907126,453.15526340940914,455.2671617923757,79050
2023-05-23,451.6819955994802,457.5677198685679,450.26367423621093,454.9926149407625,122076
2023-05-24,459.83573186308024,463.78005493992555,449.5870790582366,454.3934309419463,30675
2023-05-25,456.54939631076513,460.27311309998834,449.04174140413545,453.79951264363626,55931
2023-05-26,455.4187228106919,461.24281692533043,447.8485921867214,453.95060615732865,116945
2023-05-29,450.71108108205107,454.35131620954104,448.4115844376058,452.8803319962626,58532
2023-05-30,448.0504299913729,456.1606816646853,444.57488309233156,451.8020227091072,79978
2023-05-31,457.68647090902726,462.32891879651703,451.2724537093615,452.49912839751454,107706
2023-06-01,447.33809587389555,456.9388328310751,445.3511280048067,450.81638319151426,83577
2023-06-02,443.84464647979837,452.4669303737161,437.50104372749155,451.3072034561802,52823
2023-06-05,452.8298445184483,456.6517043556553,444.60988656222315,450.3035957616252,106630
2023-06-06,452.35625528539316,458.24833254967587,445.5910193680199,449.7537896099163,45250
2023-06-07,449.46712179500287,452.6034701396544,443.90440170510806,448.8829907215636,122332
2023-06-08,446.7383479630653,454.49011807577546,445.60459317335557,448.343795372417,76973
2023-06-09,451.593568930435,454.87375518463915,443.69204849165834,448.439966513246,75477
2023-06-12,445.4369476794873,449.55666075850655,442.768121431134,448.5373977738149,101275
2023-06-13,448.21798162927956,455.07855208378044,443.02043990103107,448.46048504514016,46193
2023-06-14,444.2643812658443,452.50746946599725,440.08972684987816,447.99166580358633,111887
2023-06-15,449.39346143528627,454.9674540677071,441.5659585075437,447.3308898414026,95917
2023-06-16,452.68570349632114,459.38653484574763,442.6949265263175,446.96069148322204,35098
2023-06-19,444.4386583825475,450.0834389083734,442.10515515119397,446.5854964473431,95321
2023-06-20,448.740015841588,450.9961591075944,440.9070541655586,445.88048569509374,33542
2023-06-21,448.8264339750911,453.3205711598224,439.9820728173808,446.22773271927315,94176
2023-06-22,449.4938657593018,455.9728805994045,440.2847857891469,445.54697010341954,35953
2023-06-23,444.60259432405337,447.9403129783765,439.07294550567906,444.3133785409594,29306
2023-06-26,444.13269293494295,448.0629916083525,441.4633662440774,443.66251421640203,86774
2023-06-27,445.2719071866771,446.4749204126426,441.49303168995243,443.5854913768776,66713
2023-06-28,443.94747016023,445.0799304476703,437.0855219993164,442.77014640691976,73684
2023-06-29,444.02845597251996,447.07575322874845,440.6507319855132,442.173077600162,70504
2023-06-30,440.260765776335,449.9314748523358,436.32240542196047,443.53594344255987,29600
2023-07-03,444.8110084836195,450.905820933545,438.169766248123,443.4344800365589,104174
2023-07-04,448.22442362195017,451.7814438342765,436.75051564633867,443.07524945665233,94302
2023-07-05,437.7854476145994,446.19896180951474,435.2435193497525,442.4306411529744,90401
2023-07-06,443.51168559354187,446.1644797076144,435.47114801756123,442.28479503815333,58736
2023-07-07,443.33409120075623,444.7506331762196,435.5605380024928,442.2844897927174,86028
2023-07-10,442.55327676360525,444.07011518908683,437.09234884207075,441.98767876567763,115026
2023-07-11,438.6690299193384,444.8255010780721,433.8288207989517,441.9656661843414,26746
2023-07-12,440.44705388217074,445.21966692552604,433.99185752603637,441.7145185000251,53334
2023-07-13,442.1931307125529,449.16874331915994,438.4692607042944,442.60364807813875,103126
2023-07-14,436.1600688026175,446.3145523811078,431.7667724001729,442.93609613722754,25780
2023-07-17,443.5893120561507,447.47373664187313,437.7177956434347,443.666880638735,95539
2023-07-18,442.35740435003254,444.83459418665916,437.2350548539308,443.61172714970564,40893
2023-07-19,443.9775765614322,446.20469901967647,442.4469106258502,444.45946939174576,60400
2023-07-20,448.5160170081592,450.0289850790714,442.3403995293878,443.91410144982666,98740
2023-07-21,445.2843202756058,448.79699908143255,438.78996008719633,444.31966640798163,29593
2023-07-24,448.1593040884474,449.2839491597191,441.7242815766385,444.7456104481856,92450
2023-07-25,443.4368787069349,447.64262537980454,439.40375891444336,444.34279547046026,114093
2023-07-26,442.8448233501091,450.09149472879574,436.99966215710424,444.3226915739153,65882
2023-07-27,441.7538888448929,450.47225771934666,440.22492586347545,444.6243950983551,99734
2023-07-28,448.283706913118,451.56374185376853,441.85136773422835,445.2490913738519,35596
